name,link_startupeu,link_logo,link_website,website_up,city,region,category,top_3_keywords,business_model,linkedin_global_profile,linkedin_handle,linkedin_valid,instagram_handle,instagram_valid,x_handle,x_valid,founded_year,age,total_funding_listing,headline_count,headlines,headline_financial_count,headline_funding,headline_acquisition_count,headline_bankruptcy_count,headline_non_financial_count,description_writing_score,description_market_readiness_score,description_founder_signal_score,description_word_count,description_jargon_density,description_numeric_evidence_count,status
Uloo,https://www.eu-startups.com/directory/uloo-me/,https://www.eu-startups.com/wp-content/uploads/2023/06/Uloome-150x150.jpg,,False,Vienna,Vienna,Software & Analytics,"['coaching', 'clients', 'motivation']",B2C,False,uloo-me,True,uloo_staycurious,True,uloo_me,True,2019,6,No funding announced yet,0,[],0,0,0,0,0,7,6,5,102,0.25,0,inactive
TTTech Industrial,https://www.eu-startups.com/directory/tttech-industrial/,https://www.eu-startups.com/wp-content/uploads/2023/06/TTTech-Industrial-150x150.jpg,tttech-industrial.com,True,Vienna,Vienna,Software & Analytics,"['industrial IoT', 'edge computing', 'automation']",B2B,False,tttech-industrial,True,,False,,False,2019,6,No funding announced yet,1,['Vernetzte Fertigung: B&R integriert Lösung von TTTech Industrial in neue OPC UA over TSN-Produkte'],0,0,0,0,1,7,6,5,81,0.25,0,no_funding
True Live,https://www.eu-startups.com/directory/true-live/,https://www.eu-startups.com/wp-content/uploads/2023/06/True-Live-150x150.jpg,true-studios.at,True,Wels,Upper Austria,Software & Analytics,"['software development', 'brand strategy', 'streaming quality']",B2B,False,,False,trueliveofficial,True,truelive,True,2019,6,No funding announced yet,0,[],0,0,0,0,0,7,5,6,56,0.25,0,no_funding
Trever,https://www.eu-startups.com/directory/trever/,https://www.eu-startups.com/wp-content/uploads/2023/06/Trever-150x150.jpg,trever.io,True,Graz,Styria,Software & Analytics,"['fintech', 'digital assets', 'financial institutions']",B2B,False,treverio,True,t.r.e.v.r,True,,False,2019,6,No funding announced yet,3,"['Krypto-Fintech Trever kassiert Millionensumme', 'BU-Lunch mit Trever: ""Haben mit erstem Kunden das Unternehmen gegründet"" - Graz', 'Trotz Einbruch bei Krypto-Währung: Diese Fintech-Gründer sammeln Millionen ein – mit diesem Pitchdeck']",3,0,0,0,0,7,5,4,66,0.25,0,no_funding
thinkers.ai,https://www.eu-startups.com/directory/thinkers-ai/,https://www.eu-startups.com/wp-content/uploads/2023/06/thinkersai-150x150.jpg,thinkers.ai,True,Vienna,Vienna,Software & Analytics,"['search engine', 'machine learning', 'context search']",B2C,False,thinkers-ai,True,,False,,False,2019,6,No funding announced yet,3,"['thinkers.ai: Wiener Startup revolutioniert datengetriebene Entscheidungsfindung in Unternehmen', 'thinkers.ai: Die Findmaschine mit europäischer Suchmaschinentechnologie', 'thinkers.ai: “Die Motivation ist, europäische Technologie zu bauen”']",0,0,0,0,3,7,6,5,85,0.2,0,no_funding
Teamstack,https://www.eu-startups.com/directory/teamstack/,https://www.eu-startups.com/wp-content/uploads/2023/06/Teamstack-150x150.jpg,,False,Vienna,Vienna,Software & Analytics,"['cloud directory', 'identity access management', 'security']",B2B,False,,False,,False,teamstack_co,True,2019,6,No funding announced yet,1,['Gebrüder Zehetmayr investieren sechsstellig in Teamwork-Tool Teamstack'],1,100000,0,0,0,7,5,5,56,0.25,0,inactive
SUPPLiot,https://www.eu-startups.com/directory/suppliot/,https://www.eu-startups.com/wp-content/uploads/2023/06/SUPPLiot-150x150.jpg,suppliot.eu,True,Niederosterreich,Lower Austria,Mobility,"['ERP', 'SME', 'business processes']",B2B,False,suppliot,True,suppliot_at,True,,False,2019,6,No funding announced yet,0,[],0,0,0,0,0,6,6,5,66,0.25,0,no_funding
STORE ROOM,https://www.eu-startups.com/directory/store-room/,https://www.eu-startups.com/wp-content/uploads/2023/06/STORE-ROOM-150x150.jpg,storeroom.at,True,Brunn Am Gebirge,Lower Austria,Software & Analytics,"['storage', 'smart', 'digitization']",B2C,False,store-room-gmbh,True,storeroom.selfstorage,True,thestoreroomuk,True,2019,6,No funding announced yet,2,"['STORE ROOM eröffnet ersten Selfstorage-Standort in Graz Lend', 'Store Room expandiert nach Graz']",2,0,0,0,0,7,5,4,85,0.1,0,no_funding
Staymate,https://www.eu-startups.com/directory/staymate/,https://www.eu-startups.com/wp-content/uploads/2023/06/Staymate-150x158.jpg,getstaymate.com,True,Vienna,Vienna,Professional Services,"['guest communication', 'digital hotel assistant', 'personalized offers']",B2B,False,getstaymate,True,getstaymate,True,,False,2019,6,No funding announced yet,1,['Wiener Startup Staymate gewinnt den 1. österreichischen GastroHackathon'],1,0,0,0,0,7,6,5,30,0.2,0,no_funding
sproof,https://www.eu-startups.com/directory/sproof/,https://www.eu-startups.com/wp-content/uploads/2023/06/sproof-150x150.jpg,sproof.io,True,Puch Bei Hallein,Salzburg,Software & Analytics,"['document signing', 'digital signature', 'trusted']",B2B,False,sproof,True,d.sproof,True,,False,2019,6,No funding announced yet,9,"['Salzburger Startup Sproof sichert sich Förderkredit', 'sproof - Andreas Steiner wird CSO', 'sproof: Salzburger Startup gewinnt Gemeinde Mannersdorf als Kunden', 'sproof will Europa erobern', 'Salzburger Start-Up „sproof“ will DocuSign in Europa ablösen', 'E-Signatur auf dem Überholkurs: Salzburger Jungunternehmen ""sproof"" expandiert - Salzburg', 'Senat der Wirtschaft: Founder von PlanRadar und sproof neue Senatoren', 'sproof: Salzburger LegalTech-Startup holt neuen CSO und eröffnet Standort in Wien', 'sproof will EU-weiten digitalen Handschlag per Signatur']",4,0,0,0,5,7,5,4,45,0.2,0,no_funding
Sprad,https://www.eu-startups.com/directory/sprad/,https://www.eu-startups.com/wp-content/uploads/2023/06/Sprad-150x150.jpg,sprad.io,True,Vienna,Vienna,Software & Analytics,"['employee referrals', 'recruiting software', 'new hires']",B2B,False,sprad-io,True,sprad.co,True,sprad_io,True,2019,6,No funding announced yet,2,"['Wiener Startup Sprad.io will Mitarbeiter zu Headhuntern für ihr Unternehmen machen', 'Sprad.io: Wiener Startup hebt Mitarbeiter:innenempfehlungen auf neues Level']",2,0,0,0,0,7,7,5,45,0.2,0,no_funding
SkinScreener,https://www.eu-startups.com/directory/skinscreener/,https://www.eu-startups.com/wp-content/uploads/2023/06/SkinScreener-150x150.jpg,skinscreener.com,True,Graz,Styria,Software & Analytics,"['skin cancer', 'risk assessment', 'AI']",B2C,False,skinscreener,True,skinscreener,True,,False,2019,6,No funding announced yet,4,"['KI zur Selbstanwendung: SkinScreener: So treffsicher erkennt die App Hautkrebs', 'App-Tipp: Hautkrebs-Früherkennung – SkinScreener Hautkrebs Check - Tirol', 'SkinScreener: Hautkrebs-Früherkennung mit Mediziner:innen-App', ""Kurier: Futurezone Award 2020: SkinScreener ist 'Start-up des Jahres'""]",4,0,0,0,0,6,5,4,50,0.2,0,no_funding
SeaMoX Information Technologies,https://www.eu-startups.com/directory/seamox-information-technologies/,https://www.eu-startups.com/wp-content/uploads/2023/06/SeaMoX-Information-Technologies-150x150.jpg,seamox.com,True,Vienna,Vienna,Software & Analytics,"['software', 'custom', 'IT-Services']",B2B,False,seamox,True,,False,,False,2019,6,No funding announced yet,0,[],0,0,0,0,0,7,6,5,81,0.2,0,no_funding
Runple,https://www.eu-startups.com/directory/runple/,https://www.eu-startups.com/wp-content/uploads/2023/06/Runple-150x150.jpg,runple.com,True,Vienna,Vienna,Software & Analytics,"['ERP', 'retail', 'e-commerce']",B2B,False,runple,True,runple.gmbh,True,,False,2019,6,No funding announced yet,0,[],0,0,0,0,0,7,5,6,56,0.25,1,no_funding
Rosterize,https://www.eu-startups.com/directory/rosterize/,https://www.eu-startups.com/wp-content/uploads/2023/06/Rosterize-150x150.jpg,,False,Vienna,Vienna,Software & Analytics,"['AI-assisted', 'aircrew planning', 'online air charter booking']",B2B,False,rosterize,True,,False,,False,2019,6,No funding announced yet,0,[],0,0,0,0,0,6,5,4,40,0.25,0,inactive
Rebel Meat,https://www.eu-startups.com/directory/rebel-meat/,https://www.eu-startups.com/wp-content/uploads/2023/06/Rebel-Meat-150x150.jpg,,False,Vienna,Vienna,AgTech/FoodTech,"['organic', 'meat', 'sustainable']",B2C,False,,False,,False,rebel_meat,True,2019,6,No funding announced yet,8,"['Wiener Startup Rebel Meat von St. Pöltner Tiefkühlfirma übernommen', 'Forbes 30 Under 30 Update: Rebel Meat feiert Exit', 'Rebel Meat: Startup an Tiefkühlfirma concept cool verkauft, Kaufpreis geheim', 'Concept Cool/Rebel Meat: Übernahme im Tiefkühlbereich', 'Rebel Meat startet mit eigener Bio-Kinderlinie im Supermarkt', 'Rebel Meat baut Kids-Linie aus – mnews', 'Hybridfleisch-Startup: Rebel Meat startet im deutschen LEH', 'Rebel Meat startet mit eigener Bio-Kinderlinie im Supermarkt']",5,0,4,0,3,7,5,6,42,0.14,0,inactive
Read-Coop,https://www.eu-startups.com/directory/read-coop/,https://www.eu-startups.com/wp-content/uploads/2023/06/Read-Coop-150x84.png,readcoop.eu,True,Innsbruck,Tyrol,Software & Analytics,"['historical documents', 'handwritten text recognition', 'keyword spotting']",B2B,False,,False,,False,readcoop,True,2019,6,No funding announced yet,1,['Entzifferungssoftware für alte Handschriften: Transkribus wird READ-COOP (SCE)'],0,0,0,0,1,7,6,5,75,0.2,1,no_funding
Quantego,https://www.eu-startups.com/directory/quantego/,https://www.eu-startups.com/wp-content/uploads/2023/06/Quantego-150x150.jpg,quantego.com,True,Wiener Neustadt,Lower Austria,Software & Analytics,"['optimization', 'energy', 'trading']",B2B,False,,False,,False,quantegoai,True,2019,6,No funding announced yet,0,[],0,0,0,0,0,7,6,5,50,0.4,0,no_funding
Qapture,https://www.eu-startups.com/directory/qapture/,https://www.eu-startups.com/wp-content/uploads/2023/06/Qapture-150x150.jpg,qapture.at,True,Linz,Upper Austria,Software & Analytics,"['digital twins', 'reality capture', 'laser scanning']",B2B,False,qapture,True,qapture_official,True,,False,2019,6,No funding announced yet,1,['qapture: Linzer Startup digitalisiert IKEA und das Parlament'],0,0,0,0,1,7,6,5,83,0.3,0,no_funding
pivot.earth,https://www.eu-startups.com/directory/pivot-earth/,https://www.eu-startups.com/wp-content/uploads/2023/06/pivotearth-150x150.jpg,pivot.earth,True,Vienna,Vienna,Hardware,"['sustainable', 'analytics', 'automotive']",B2B,False,,False,,False,,False,2019,6,No funding announced yet,0,[],0,0,0,0,0,7,6,5,36,0.25,0,no_funding
OuMaiGou,https://www.eu-startups.com/directory/oumaigou/,https://www.eu-startups.com/wp-content/uploads/2023/06/OuMaiGou-150x150.jpg,oumaigou.eu,True,Parndorf,Burgenland,e-commerce,"['European products', 'Chinese consumers', 'E-Commerce']",B2C,False,oumaigou,True,,False,,False,2019,6,No funding announced yet,0,[],0,0,0,0,0,7,5,7,42,0.2857142857142857,0,no_funding
OTEREA,https://www.eu-startups.com/directory/oterea/,https://www.eu-startups.com/wp-content/uploads/2023/06/OTEREA-150x150.jpg,oterea.com,True,Vienna,Vienna,Software & Analytics,"['real estate', 'advisory', 'sustainability']",B2B,False,oterea,True,,False,,False,2019,6,No funding announced yet,0,[],0,0,0,0,0,7,5,6,104,0.25,0,no_funding
Novasign,https://www.eu-startups.com/directory/novasign/,https://www.eu-startups.com/wp-content/uploads/2023/06/Novasign-150x150.jpg,novasign.at,True,Vienna,Vienna,Health,"['machine learning', 'biotech', 'bioprocess development']",B2B,False,novasign,True,,False,novasign_gmbh,True,2019,6,No funding announced yet,0,[],0,0,0,0,0,7,5,6,102,0.25,0,no_funding
NEXTPART Security Intelligence,https://www.eu-startups.com/directory/nextpart-security-intelligence/,https://www.eu-startups.com/wp-content/uploads/2023/06/NEXTPART-Security-Intelligence-150x150.jpg,,False,Linz,Upper Austria,Software & Analytics,"['security', 'intelligence', 'platform']",B2B,False,,False,,False,,False,2019,6,No funding announced yet,2,"['NEXTPART Security Intelligence', 'Tereza Binder – Sales Consultant – NEXTPART Security Intelligence GmbH']",0,0,0,0,2,8,6,5,100,0.3,0,inactive
MADiscover,https://www.eu-startups.com/directory/madiscover/,https://www.eu-startups.com/wp-content/uploads/2023/06/MADiscover-150x150.jpg,madiscover.com,True,Innsbruck,Tyrol,Software & Analytics,"['M&A', 'AI', 'analytics']",B2B,False,madiscover,True,,False,,False,2019,6,No funding announced yet,1,"['MADiscover: 350.000 Euro für Startup, das mit KI Käufer für Startups findet']",1,350000,0,0,0,7,5,6,42,0.5,0,funding
Lunixo,https://www.eu-startups.com/directory/lunixo/,https://www.eu-startups.com/wp-content/uploads/2023/06/Lunixo-150x150.jpg,lunixo.com,True,Tiefgraben,Upper Austria,Software & Analytics,"['digital signage', 'multimedia player', 'content management']",B2B,False,lunixo-digital-signage,True,lunixo,True,,False,2019,6,No funding announced yet,0,[],0,0,0,0,0,7,4,5,83,0.25,1,no_funding
Legitary,https://www.eu-startups.com/directory/legitary/,https://www.eu-startups.com/wp-content/uploads/2023/06/Legitary-150x150.jpg,legitary.com,True,Vienna,Vienna,Software & Analytics,"['AI', 'royalties', 'music']",B2B,False,legitary,True,,False,,False,2019,6,No funding announced yet,4,"['Wiener Startup Legitary bietet KI-gestützte Streaming-Analysen für die Musikindustrie', 'Legitary: Wiener Streaming-Startup expandiert in riesigen Musikmarkt USA', 'Legitary: Wiener Unternehmen gewinnt Musik-Startup-Wettbewerb in Cannes', '7 neue Startups: akirolabs, Beyond Emotion, SafeStreets, Sereact, Composite Vision, studeez, Legitary']",3,0,0,0,1,8,8,7,116,0.25,1,no_funding
Kern Tec,https://www.eu-startups.com/directory/kern-tec/,https://www.eu-startups.com/wp-content/uploads/2023/06/Kern-Tec-150x150.jpg,kern-tec.com,True,Herzogenburg,Lower Austria,AgTech/FoodTech,"['fruit kernels', 'sustainable', 'raw materials']",B2B,False,kern-tec,True,,False,,False,2019,6,Between €5 million-€10 million,6,"['Kern Tec: NÖ-Startup gewinnt renommierten EIT-Food-Preis', 'Kern Tec/Hiegesberger: Wunderkern: Kooperation zwischen pflanzlich und tierisch', 'NÖ-Startup Kern Tec geht Vertriebspartnerschaft mit NÖ-Großhändler ein', 'Wunderkern: NÖ-Startup Kern Tec holt Listungen bei dm und Mpreis', 'Kern Tec zu EU-Zöllen auf US-Mandeln: „Als europäisches Unternehmen bieten wir eine krisensichere Mandel-Alternative“', 'Alternative Proteine: Kern Tec sucht nach Allianzen']",5,0,0,0,0,7,6,5,104,0.25,0,probably_funding
Imperion,https://www.eu-startups.com/directory/imperion/,https://www.eu-startups.com/wp-content/uploads/2023/06/Imperion-150x150.jpg,imperion.eu,True,Vienna,Vienna,Professional Services,"['software', 'investment', 'automation']",B2B,False,imperion,True,,False,,False,2019,6,No funding announced yet,0,[],0,0,0,0,0,7,5,6,45,0.2,0,no_funding
Gradient Zero,https://www.eu-startups.com/directory/gradient-zero/,https://www.eu-startups.com/wp-content/uploads/2023/06/Gradient-Zero-150x150.jpg,gradient0.com,True,Vienna,Vienna,Software & Analytics,"['machine learning', 'solutions', 'contact']",B2B,False,gradient-zero,True,,False,,False,2019,6,No funding announced yet,0,[],0,0,0,0,0,6,4,5,30,0.2,0,no_funding
ForgTin,https://www.eu-startups.com/directory/forgtin/,https://www.eu-startups.com/wp-content/uploads/2023/06/ForgTin-150x150.jpg,forgtin.com,True,Braunau Am Inn,Upper Austria,Health,"['tinnitus', 'medical device', 'noise reduction']",B2C,False,,False,,False,,False,2019,6,No funding announced yet,3,"['ForgTin: Ohrbügel aus Braunau bekämpft Tinnitus', 'ForgTin ermöglicht die Minderung von Tinnitus mithilfe von 3D-Druck', 'ForgTin: 3D-gedruckter Bügel soll Tinnitus erträglicher machen']",0,0,0,0,3,7,6,5,52,0.25,0,no_funding
Flight Levels Academy,https://www.eu-startups.com/directory/flight-levels-academy/,https://www.eu-startups.com/wp-content/uploads/2023/06/Flight-Levels-Academy-150x150.jpg,flightlevels.io,True,Vienna,Vienna,Professional Services,"['Agile', 'transformation', 'collaboration']",B2B,True,flight-levels,True,,False,flightlevelsac,True,2019,6,No funding announced yet,0,[],0,0,0,0,0,6,5,6,56,0.25,0,no_funding
Enery,https://www.eu-startups.com/directory/enery/,https://www.eu-startups.com/wp-content/uploads/2023/06/Enery-150x150.jpg,enery.energy,True,Vienna,Vienna,Energy,"['renewable', 'energy', 'solar']",B2B,False,enery,True,enery.green.academy,True,,False,2019,6,No funding announced yet,4,"['Enery, ET König & E-König verlängern Partnerschaft', 'Experten zeigen sich überzeugt: Die Enery Green Academy bietet Photovoltaik-Theorie und -Praxis wie sonst nirgendwo', 'Enery: 2 Jahre altes Wiener Unternehmen kauft 36 Kraftwerke in Tschechien', 'Österreichs Grünstromerzeuger Enery investiert in 36 Solarkraftwerke in der Tschechischen Republik']",4,0,1,0,0,7,5,6,66,0.25,0,no_funding
Eberhart,https://www.eu-startups.com/directory/eberhart/,https://www.eu-startups.com/wp-content/uploads/2023/06/Eberhart-150x150.jpg,eberhartgmbh.com,True,Micheldorf,Upper Austria,Software & Analytics,"['valves', 'pesticides', 'artificial intelligence']",B2B,False,eberhartgmbh,True,,False,,False,2019,6,No funding announced yet,4,"['Zwimandlkölla Eberhart', 'Der GAK verpflichtet Valentina Eberhart!', 'Eberhart, Maggio, Trestl: Dieses Trio soll ITA Airways zur Lufthansa-Erfolgsgeschichte machen', 'Ita Airways, neuer Vorstand ernannt: Pappalardo-Präsident, Eberhart-CEO']",2,0,0,0,3,7,6,5,66,0.25,0,no_funding
e.battery systems,https://www.eu-startups.com/directory/e-battery-systems/,https://www.eu-startups.com/wp-content/uploads/2023/06/e.battery-systems-150x150.jpg,e-batterysystems.com,True,Wolfurt,Vorarlberg,Hardware,"['battery', 'technology', 'electronics']",B2B,False,e-batterysystems,True,e.batterysystems,True,,False,2019,6,No funding announced yet,8,"['e. battery systems AG aus Dornbirn holt 11 Mio. Euro Investment', 'e. battery systems AG aus Dornbirn holt 11 Mio. Euro Investment', 'e.battery systems zieht vorerst nach Lustenau', 'Batterieproduktion: Vorarlberger Batteriehersteller e.battery systems ist kräftig am Wachsen', 'High-Tech-Unternehmen e.battery systems wird AG', 'Lithium-Ionen-Batterien: E-Mobilität: e.battery systems wird zur AG', 'e.battery systems wird Aktiengesellschaft', 'e.battery systems verdoppelt Umsatz und Personal']",6,11000000,0,0,2,6,4,5,30,0.2,0,funding
Dreamwaves,https://www.eu-startups.com/directory/dreamwaves/,https://www.eu-startups.com/wp-content/uploads/2023/06/Dreamwaves-150x150.jpg,dreamwaves.io,True,Vienna,Vienna,Software & Analytics,"['audio', 'navigation', 'technology']",B2C,False,dreamwaves,True,,False,dreamwaves_io,True,2019,6,No funding announced yet,0,[],0,0,0,0,0,7,5,7,56,0.25,0,no_funding
