name,link,category,based_in,tags,founded,business_name,logo_link,long_business_description,business_description,total_funding,website,company_status,social_links
WisR GmbH,https://www.eu-startups.com/directory/wisr-gmbh/,Austria,Vienna,"elderly, demographic change",2017.0,WisR GmbH,https://www.eu-startups.com/wp-content/uploads/2019/07/Logo_ohne-Text_groß-150x142.png,,"Demografischen Wandel effektiv managen mit WisR. Ganzheitliche Konzepte zum Umgang mit einer älter werdenden Belegschaft, insbesondere Mitarbeitern im Ruhestandsalter.",No funding announced yet,www.growwisr.com,,()
Cleanhearing,https://www.eu-startups.com/directory/cleanhearing/,Austria,Spittal an der Drau,"tinnitus, health tech, medical devices, doctors, hearing aids, audiologists, healthcare, medical",2017.0,Cleanhearing,https://www.eu-startups.com/wp-content/uploads/2021/07/icon-150x161.png,"Cleanhearing is a hearing solutions company and the manufacturer of Sono, a medical device and multimodal system for tinnitus relief that combines tinnitus-specific electrical stimulation technology with a tailored notched music therapy. Sono’s specialised headphones and handheld controller deliver pulses of electromagnetic energy over the auditory cortex and temporal regions of the brain to target the physiological causes of tinnitus. Patients can use Sono as a standalone treatment, or connect Sono to their smartphone and the Cleanhearing app for a second, complementary tailored notched music therapy.  Sono’s patented technology was developed according to scientific research into effects of pulsed electromagnetic fields and notched music on tinnitus perception and underlying tinnitus pathophysiology. It was developed by European engineers with support from leading medical colleges in the US and Japan. In 2019, Cleanhearing was a global finalist at Falling Wall Ventures competition for science startups.",Breakthrough multimodal system for tinnitus relief,No funding announced yet,https://www.cleanhearing.com,,()
boomerank,https://www.eu-startups.com/directory/boomerank/,Austria,Wolkersdorf im Weinviertel,"SEO Tool, Marketing Automation Software",2017.0,boomerank,https://www.eu-startups.com/wp-content/uploads/2021/06/boomerank-logo-blau-150x43.png,"boomerank is an Austrian startup that aims to promote the eCommerce market and make it more transparent and diverse with its SaaS solution. For this purpose, the company developed the intelligent eCommerce assistant in 2019. Online store operators are to be supported by boomerank to be better findable on Google and to optimize their performance as well as sales. All of this is possible through the combination of your data which is utilized by our eCommerce Performance AI.",boomerank helps eCommerce companies grow automatically with help of a powerful AI and the creation of a data hub.,Between €100K-€500K,https://www.boomerank.io/,,()
Startaparat,https://www.eu-startups.com/directory/startaparat/,Austria,Vienna,"Communication, Digital Agency",2017.0,Startaparat,https://www.eu-startups.com/wp-content/uploads/2018/06/startaparat-150x140.png,"Startaparat is a spin-off of one of the largest Austrian digital agencies – Netural (since 1998) and Croatian award-winning advertising agency Bruketa&Zinic&Grey (since 1996, and recently acquired by WPP group). It is also a founding partner of 1 million startups, the largest global startup platform, together with Selma Prodanovic, who is on the board of directors of Startaparat. Our family is huge, cross-functional, and with decades of experience. In Startaparat, we’ve disrupted traditional agency’s workflow and rather embraced the challenging startup scene that the digital era brought. We love working with startups because they are filled with the passion, drive, and determination to improve their industry and moreover, the world. Startups help us transform faster and bring innovation into our work for stable, mature brands. Startups keep our ideas fresh. Combining extensive knowledge of  digital business and new technologies with  out-of-the-box creative solutions, we formed Startaparat that works and grows with the startup scene. Startaparat stands for the democratization of high-end creativity and business knowledge. start. Run. GROW.","Startaparat is an advertising and communication agency. Although we specialize in communication for startups, we also love the work we do for big clients and corporate startups, bringing “startup mindset”, disrupting the usual methods. start. Run. GROW.",No funding announced yet,http://startaparat.com/en/,Active,()
SHARK-Bike,https://www.eu-startups.com/directory/shark-bike/,Austria,Vienna,"Smart Mobility, Transportation, Smart Cities",2017.0,SHARK-Bike,https://www.eu-startups.com/wp-content/uploads/2021/05/1589888272473-150x150.png,,"SHARK-Bike believes in a sustainable mobility future, not only by reducing your mobility costs by up to 85%, but also reduce your carbon footprint by 2.000 kg CO2 emissions per year. They combine the Advantages of cars and e-bikes in one product, the SHARK-Bike. The SHARK-Bike is a 3-wheeled fully covered electrical supported trike, with 2 seats, 2 doors, 1 trunk, and a tilt function.",No funding announced yet,https://www.shark-bike.com/,,()
helloplant,https://www.eu-startups.com/directory/helloplant/,Austria,Vienna,"Plants, Sensor, Smart",2017.0,helloplant,https://www.eu-startups.com/wp-content/uploads/2018/12/Jo11wldE_400x400-150x150.jpg,,helloplant is a consumer electronics platform and is a smart plant sensor that measures ambient and soil temperature. It notifies its users when to water their plants and where to position it best. Keep your plant alive. No more guesswork.,,http://helloplant.eu/,,()
Timesheet,https://www.eu-startups.com/directory/timesheet/,Austria,Vienna,"Working hours, Tracking, Data",2017.0,Timesheet,https://www.eu-startups.com/wp-content/uploads/2018/11/timesheet_logo_rect_512-150x150.png,"Timesheet allows you the recording of your working hours with a simple push of a button. You can easily add breaks, expenses and notes. Manage your projects and export your data to Microsoft Excel (XLS, CSV). Clear overviews and statistics will give you the best working experience.",Mobile Time Tracker,,https://timesheet.io,,()
MyNextGarage,https://www.eu-startups.com/directory/mynextgarage-gmbh/,Austria,Vienna,"Rental, Booking, Online",2017.0,MyNextGarage,https://www.eu-startups.com/wp-content/uploads/2018/10/logo_high_square-copy_canvas-150x150.png,"MyNextGarage is a community based garage marketplace where people can list, discover and book unique garages in their neighborhood. Everybody can list any free garage space for cars, scooters, and motorrcycles via computer or smartphone. This can be for instance a popular one-car garage, a trendy garage parking space in an underground garage in the city, public parking garage or multi-storey car park. There are no limits to creativity since every possible type of parking space can be listed, advertised and rented to riders. So if you still have a free corner in the garage or yard, you can start using MyNextGarage to earn money. Creating a listing is easy, free and unlimited. Each provider, no matter whether private person or company, determines the rent, deposit, availability and rental period.",MyNextGarage is the world's first garage marketplace for the online booking and long-term rental of garages.,,www.mynextgarage.at,,()
AVILOO,https://www.eu-startups.com/directory/aviloo/,Austria,Biedermannsdorf,"Electric, Battery, Testing",2017.0,AVILOO,https://www.eu-startups.com/wp-content/uploads/2019/09/AVILOO-150x150.png,,The team of AVILOO is developing  an independed testing system which provides us the actual status of the battery of an electric vehicle and makes it easier to decide wether to buy or better not.,,http://www.aviloo.com,,()
MoonVision,https://www.eu-startups.com/directory/moonvision/,Austria,Vienna,"Tracking, AI, Food",2017.0,MoonVision,https://www.eu-startups.com/wp-content/uploads/2019/09/MoonVision-150x150.png,,"MoonVision is headquartered in Vienna and was founded in 2017 by Florian Bauer and Alexander Hirner to empower people with real-time object tracking solutions. We named our first artificial intelligence based tracking technology -  DishTracker to recognise and classify various dishes during the 16-day Oktoberfest 2017 in Munich. The DishTracker integration helped overcome challenges associated with food service processes -  reducing waiting times, streamlining employee workflow and mirroring the cash register system with transactions.",,https://www.moonvision.io/,,()
Music Traveler,https://www.eu-startups.com/directory/music-traveler/,Austria,Vienna,"Music, Travel, Marketplace",2017.0,Music Traveler,https://www.eu-startups.com/wp-content/uploads/2019/09/Music-Traveler-150x150.jpg,,"Music Traveler is a market place, centralizing spaces with musical instruments, equipment for the creative industry. World-renowned investors and ambassadors include Billy Joel, Hans Zimmer, Sean Lennon, Adrien Brody, and John Malkovich, just to name a few.",,https://www.musictraveler.com/,,()
